GEOID20,Tot_2020_acstot,Wh_2020_acstot,His_2020_acstot,BlC_2020_acstot,NatC_2020_acstot,AsnC_2020_acstot,PacC_2020_acstot,Tot_2020_cvap,Wh_2020_cvap,His_2020_cvap,BlC_2020_cvap,NatC_2020_cvap,AsnC_2020_cvap,PacC_2020_cvap,Tot_2020_tot,Wh_2020_tot,His_2020_tot,BlC_2020_tot,NatC_2020_tot,AsnC_2020_tot,PacC_2020_tot,Tot_2020_vap,Wh_2020_vap,His_2020_vap,BlC_2020_vap,NatC_2020_vap,AsnC_2020_vap,PacC_2020_vap,Tot_2020_nhvap,Wh_2020_nhvap,His_2020_nhvap,Bl_2020_nhvap,Asn_2020_nhvap,Nat_2020_nhvap,Pac_2020_nhvap,OthAl_2020_nhvap,Mix_2020_nhvap
4013000006,1681,1394,226,18,17,53,0,1553,1310,229,0,5,29,0,2145,1803,172,105,36,30,2,1967,1691,138,79,25,29,2,1967,1691,138,71,21,8,1,6,31
4013000423,4113,3961,68,27,11,46,0,3863,3747,69,24,10,0,0,4607,4266,141,71,42,62,6,4584,4264,135,60,39,56,6,4584,4264,135,46,44,7,1,11,76
4013000216,10884,3366,5166,2032,115,372,199,6763,2804,2738,951,51,95,50,10637,3967,5081,1148,361,288,84,7228,2942,3244,682,248,194,40,7228,2942,3244,554,134,77,22,21,234
4013000728,8701,7096,1081,46,495,37,32,7141,6423,320,16,358,0,15,7916,6205,1194,117,290,98,28,6725,5514,814,71,248,65,13,6725,5514,814,39,36,57,3,13,249
4013000007,911,602,284,0,9,0,12,622,298,215,0,12,0,0,925,329,558,6,43,12,1,702,298,376,4,33,7,0,702,298,376,0,5,9,0,4,10
4013000271,4692,4241,78,118,78,181,0,4135,3809,48,20,82,91,0,5249,4862,149,35,50,126,3,5002,4678,121,25,39,109,0,5002,4678,121,20,91,8,0,15,69
4013000082,266,260,6,0,0,1,0,227,219,9,0,0,1,0,265,245,11,0,3,6,0,247,231,9,0,2,5,0,247,231,9,0,3,1,0,0,3
4013000086,3874,3739,40,39,20,33,0,3706,3588,35,41,18,5,0,3690,3368,166,50,51,59,5,3461,3200,136,38,39,47,3,3461,3200,136,27,38,13,2,5,40
4013000060,5545,4339,591,313,154,210,0,4185,3377,410,201,74,116,0,4775,4046,274,96,47,295,18,3867,3342,198,66,36,209,9,3867,3342,198,43,177,3,4,9,91
4013000709,1518,801,694,0,23,0,0,1166,650,455,0,40,0,0,1700,915,596,79,77,48,18,1245,757,376,45,42,32,7,1245,757,376,33,15,17,0,3,44
4013000369,4452,1913,1709,406,25,430,35,2970,1392,1001,223,8,309,23,5155,2180,2205,501,196,212,53,3579,1681,1382,296,125,143,34,3579,1681,1382,220,103,29,25,5,134
4013000524,4647,2232,2169,207,65,12,7,3225,1814,1279,53,20,0,0,4828,2186,2430,97,141,25,14,3503,1759,1572,62,96,21,11,3503,1759,1572,28,12,34,5,27,66
4013000558,11615,8605,1359,1206,142,482,33,7493,5713,879,635,11,241,0,10117,7134,1635,359,194,779,40,7199,5187,1079,219,126,555,22,7199,5187,1079,167,461,33,9,30,233
4013000191,9182,7687,788,130,172,373,4,6960,6213,396,57,57,178,1,8868,7560,650,142,122,344,29,7074,6153,437,97,91,230,22,7074,6153,437,61,171,9,5,24,214
4013000032,2955,2440,334,18,49,118,5,2204,1918,194,7,20,38,0,2880,2350,290,46,49,124,6,2268,1928,174,35,35,77,4,2268,1928,174,20,42,6,0,9,89
4013000464,13456,4515,7600,969,321,224,88,7967,3279,3813,642,140,9,0,15499,5909,7701,1252,587,423,129,10599,4459,4827,813,378,292,88,10599,4459,4827,636,165,93,32,66,321
4013000143,12876,6420,4078,1098,622,753,81,9429,5474,2452,913,321,299,0,13779,6836,4692,1258,578,594,94,10679,5587,3379,889,496,404,70,10679,5587,3379,756,308,308,35,51,255
4013000489,3742,3305,128,59,3,224,20,3101,2803,120,34,6,122,0,3415,2998,177,82,34,100,6,2982,2668,138,54,22,73,6,2982,2668,138,43,46,1,1,8,77
4013000056,6280,4089,1766,109,331,264,0,4594,3414,951,70,63,82,0,5698,3712,1377,254,159,202,19,4482,3099,940,161,130,145,12,4482,3099,940,123,110,54,6,16,134
4013000072,2459,1792,425,30,18,183,0,1916,1641,223,17,18,62,0,3053,2126,589,203,107,79,8,2481,1828,398,137,74,60,4,2481,1828,398,105,47,19,3,13,68
4013000643,3523,2302,1046,165,126,151,0,2528,1891,555,59,2,20,0,4293,2498,1069,345,213,232,23,3219,2010,687,235,137,168,17,3219,2010,687,184,142,53,1,19,123
4013000002,4030,2838,449,223,35,484,67,2967,2382,272,107,24,162,0,4487,3165,709,189,123,336,22,3591,2622,499,130,92,259,14,3591,2622,499,84,206,13,2,26,139
4013000661,4571,3355,646,214,97,259,11,3587,2715,399,226,82,138,10,4826,3106,1099,301,117,253,23,3843,2626,728,222,84,190,15,3843,2626,728,178,148,27,6,7,123
4013000703,5315,3618,1306,90,42,258,176,4410,3155,995,13,21,59,0,4469,2986,887,215,146,317,21,3412,2377,611,143,109,212,13,3412,2377,611,99,155,28,2,13,127
4013000510,2860,1887,721,53,107,204,1,2329,1706,402,27,3,160,0,2272,1625,352,82,50,157,4,1849,1375,251,61,45,111,4,1849,1375,251,39,88,8,1,13,74
4013000025,9007,4924,1320,548,164,2281,28,5292,3272,856,253,40,829,0,10806,6204,1302,557,220,2571,82,7255,4305,828,347,128,1664,52,7255,4305,828,270,1564,29,19,34,206
4013000364,938,628,22,134,0,155,0,458,350,6,45,0,45,0,877,502,95,54,8,212,5,591,346,49,31,7,148,3,591,346,49,29,143,5,3,2,14
4013000061,10072,7753,919,211,85,1124,0,6342,5115,476,120,28,621,0,10804,7516,1494,404,211,1218,29,7222,5190,862,254,128,791,11,7222,5190,862,213,697,31,3,21,205
4013000107,2849,1803,641,206,84,141,0,2001,1502,311,117,20,98,0,3029,1793,761,195,133,175,20,2356,1494,512,124,94,128,17,2356,1494,512,97,105,41,12,9,86
4013000251,4726,3280,971,175,108,210,20,3379,2625,473,130,46,47,0,5446,3047,1573,415,197,258,34,4147,2495,1045,274,140,186,22,4147,2495,1045,219,136,50,12,16,174
4013000513,1687,1158,351,0,0,178,0,959,722,140,0,0,95,0,1547,867,308,96,49,240,9,1173,683,209,58,33,183,9,1173,683,209,34,172,4,0,7,64
4013000431,6027,2168,2607,815,285,391,0,4208,2016,1395,562,132,133,0,7014,2363,2916,1277,423,391,52,5609,2220,2023,909,302,346,33,5609,2220,2023,721,270,128,9,30,208
4013000475,8830,1179,5005,1933,366,150,212,4304,878,1687,1670,76,73,20,8930,1037,5313,1980,544,220,253,5984,851,3379,1323,343,154,148,5984,851,3379,1188,112,140,130,31,153
4013000166,4162,2251,969,585,80,395,0,3360,2087,510,480,1,246,0,3675,1965,944,392,227,235,37,3105,1798,704,271,175,201,24,3105,1798,704,217,142,80,16,7,141
4013000539,9538,4643,1728,1860,665,1016,227,6595,4171,918,992,161,286,50,10021,5367,2196,990,561,1034,90,8925,5053,1786,782,435,933,71,8925,5053,1786,605,748,243,39,59,392
4013000047,8316,1702,5241,961,567,41,0,5658,1671,2749,836,383,38,0,9953,3389,4666,1568,486,95,44,8049,3280,3237,1203,421,75,43,8049,3280,3237,1145,11,269,1,11,95
4013000290,7593,661,6348,221,401,165,0,3889,644,2769,185,230,80,0,7037,620,5963,357,299,58,21,4944,549,4050,237,222,37,11,4944,549,4050,179,23,93,0,6,44
4013000268,12663,1604,9508,857,453,299,31,5741,1231,3677,474,187,147,0,10926,1257,8018,1060,569,381,39,7571,1114,5364,658,370,266,33,7571,1114,5364,550,209,131,18,67,118
4013000601,18309,3881,9687,3094,1093,1513,108,8996,2884,4018,958,524,547,0,16076,3252,8798,2642,930,1107,52,11180,2796,5689,1625,639,772,30,11180,2796,5689,1417,677,277,8,52,264
4013000649,8277,766,6901,618,203,217,7,4736,586,3618,395,105,4,0,8078,681,6615,662,314,111,29,5555,588,4391,452,228,73,27,5555,588,4391,383,32,68,12,10,71
4013000315,9342,842,6655,1774,248,155,0,5054,746,3348,876,32,42,0,8589,696,6418,1282,427,182,46,5954,594,4339,829,290,148,27,5954,594,4339,735,95,70,22,12,87
4013000516,5940,3070,1693,454,592,69,225,3840,2404,772,259,333,20,65,5630,2704,2097,413,402,118,48,3937,2115,1294,252,242,71,27,3937,2115,1294,203,38,151,18,9,109
4013000118,3207,1732,1243,280,76,9,6,1926,1177,545,103,28,2,0,3094,1242,1302,416,191,58,38,2203,975,867,259,120,39,20,2203,975,867,199,20,49,10,13,70
4013000402,15238,905,13875,487,105,47,2,6804,686,5756,335,0,33,0,11941,933,10264,563,422,147,29,8121,802,6798,362,280,99,16,8121,802,6798,276,77,74,8,19,67
4013000677,11628,9014,1524,454,171,360,74,8031,6714,749,295,83,206,0,11806,8687,1346,651,337,766,75,8879,6730,901,437,256,512,46,8879,6730,901,358,392,70,24,56,348
4013000049,6136,4076,1133,331,242,447,36,4639,3351,622,224,184,237,10,6485,4432,1067,406,278,279,32,4989,3378,829,308,247,193,21,4989,3378,829,272,151,184,19,13,143
4013000410,8940,7034,582,542,110,656,29,6991,5967,458,51,54,448,30,7968,6686,601,151,115,372,39,7051,6063,446,120,97,294,27,7051,6063,446,56,229,28,14,26,189
4013000350,3201,1548,1055,539,25,53,0,1990,1197,541,223,8,21,0,3627,1445,1536,353,174,193,36,2722,1171,1074,238,124,138,28,2722,1171,1074,199,110,40,23,23,82
4013000574,3125,1305,1545,229,0,121,32,2129,1079,865,93,0,51,10,4080,1752,1590,520,161,189,25,3069,1459,1074,346,106,142,20,3069,1459,1074,266,96,45,18,7,104
4013000393,3567,2403,829,109,17,205,5,2614,1908,484,105,2,118,5,3437,2213,792,199,117,158,19,2697,1840,542,119,80,113,17,2697,1840,542,91,85,25,11,15,88
4013000099,5283,2178,2251,351,334,338,28,3976,1938,1296,226,178,265,0,5782,2428,2229,571,477,308,19,4981,2280,1702,476,399,285,15,4981,2280,1702,348,216,223,0,20,192
4013000653,3924,1926,1454,249,104,249,0,2818,1778,695,168,74,71,0,4065,1860,1647,349,177,110,16,3229,1663,1122,241,139,91,12,3229,1663,1122,186,54,67,0,31,106
4013000447,13649,9731,1518,336,358,1876,26,9372,7626,838,184,208,513,0,13642,9359,1367,511,263,2145,41,9753,6946,914,361,181,1356,20,9753,6946,914,277,1222,44,3,29,318
4013000503,12677,8138,2819,1216,476,153,92,9884,6959,1593,835,264,101,0,11421,7266,2543,853,636,278,87,9717,6753,1738,594,462,224,64,9717,6753,1738,450,152,188,39,34,363
4013000642,8877,5923,2160,573,169,155,61,6280,4580,1151,356,100,72,34,8176,5019,2304,360,293,249,86,6023,3925,1494,215,197,187,57,6023,3925,1494,161,127,72,39,25,180
4013000518,10626,6974,2128,822,285,866,133,6601,4736,1216,463,15,140,0,10524,7015,1812,746,317,724,65,6876,4739,1089,430,182,448,54,6876,4739,1089,332,339,50,25,34,268
4013000233,8887,7046,1482,159,130,149,15,6733,5525,950,39,70,145,1,8815,6768,1386,248,268,222,42,6856,5431,928,157,187,174,26,6856,5431,928,98,112,37,10,28,212
4013000298,7529,6220,678,373,11,356,0,6012,5043,415,225,15,297,0,7327,6011,656,175,223,249,18,5966,5044,443,121,172,177,4,5966,5044,443,76,139,43,1,27,193
4013000106,7528,4109,2475,853,334,200,57,5469,3445,1328,459,89,43,54,7768,3838,2507,902,419,307,44,6124,3316,1734,629,306,245,29,6124,3316,1734,501,163,113,0,23,274
4013000175,4235,3030,661,68,361,89,42,3658,2660,540,45,349,44,30,3483,2180,845,220,149,124,18,2905,1978,581,143,109,99,8,2905,1978,581,120,73,46,4,17,86
4013000724,6081,4019,797,575,6,648,35,3459,2434,430,239,0,331,15,7801,4758,1145,377,189,1391,23,5130,3240,674,219,98,907,12,5130,3240,674,174,832,24,2,17,167
4013000275,9964,6632,2117,907,164,379,7,7084,5212,1072,602,67,111,5,9374,6388,1902,535,276,408,61,7229,5133,1251,378,189,313,47,7229,5133,1251,288,227,54,21,18,237
4013000122,8692,5326,1574,776,289,859,4,6763,4586,1047,487,228,461,0,9150,5297,2048,581,304,1033,59,7126,4396,1408,381,214,757,36,7126,4396,1408,310,648,79,19,21,245
4013000669,4857,3299,561,199,78,699,59,3166,2334,300,80,47,362,0,5104,3725,574,205,98,480,29,3644,2717,377,121,63,325,19,3644,2717,377,89,275,16,7,24,139
4013000331,4508,2552,991,359,64,546,0,3396,2187,507,256,56,391,0,6032,2695,1996,640,247,550,36,4654,2251,1380,455,180,428,25,4654,2251,1380,371,362,70,13,21,186
4013000541,9473,7897,919,266,89,397,28,6182,5101,581,165,80,243,0,14766,10529,2473,748,458,646,102,9938,7265,1506,473,292,442,58,9938,7265,1506,360,274,78,18,24,413
4013000149,6014,4918,380,0,227,615,0,3977,3291,210,0,127,329,0,6567,4924,776,196,111,555,18,4717,3655,473,113,87,361,12,4717,3655,473,79,303,14,5,16,172
4013000487,6124,5144,573,180,14,153,0,4336,3739,385,77,15,108,0,7629,5585,1118,269,200,509,20,5598,4266,694,182,126,339,17,5598,4266,694,136,290,23,4,10,175
4013000748,7160,5474,642,104,132,921,33,4632,4032,429,32,75,87,14,9727,6966,1191,308,253,1035,48,7043,5273,746,193,186,651,26,7043,5273,746,140,566,34,9,17,258
4013000220,6757,4287,1037,647,17,806,11,4699,3270,653,516,17,235,0,7107,3662,1453,868,267,964,40,5341,2901,1015,572,186,696,27,5341,2901,1015,456,608,83,7,37,234
4013000253,6372,3669,1297,327,36,1174,0,3927,2550,676,200,0,475,0,8358,4526,1285,907,285,1442,45,6282,3581,876,658,191,1000,37,6282,3581,876,555,908,94,13,25,230
4013000228,8496,5739,1707,614,238,289,63,6419,4743,938,475,131,116,66,9993,6118,2522,749,275,398,61,7895,5190,1672,540,187,280,43,7895,5190,1672,427,206,45,25,65,265
4013000176,7544,3205,2774,918,95,867,189,4853,2369,1561,491,0,257,80,8090,3429,3177,943,223,464,58,5764,2645,2044,644,159,306,47,5764,2645,2044,531,241,34,23,21,225
4013000092,6691,1874,3316,1005,424,187,67,4377,1676,1749,655,125,100,0,6815,1955,3558,874,348,318,45,4979,1652,2355,612,234,246,28,4979,1652,2355,508,189,81,15,47,132
4013000459,4802,1730,1673,1092,232,221,80,3225,1327,916,690,169,112,0,5550,1585,2587,942,275,349,40,4106,1306,1846,618,205,239,27,4106,1306,1846,546,175,73,14,18,128
4013000614,404,94,211,69,48,26,3,277,128,76,34,3,6,0,425,230,120,42,21,23,2,338,204,85,29,16,13,1,338,204,85,20,10,1,0,6,12
4013000360,8026,1309,5444,636,407,258,16,4499,1018,2768,363,146,151,0,8059,1027,5788,1021,413,159,64,5768,913,3928,752,279,103,34,5768,913,3928,643,55,99,12,13,105
4005000040,542,415,3,4,0,121,0,483,399,0,0,0,105,0,1195,806,230,21,91,55,3,837,580,153,14,51,41,2,837,580,153,5,32,38,2,2,25
4005000079,1388,1322,9,0,39,22,0,1145,1090,9,0,29,23,0,1450,1223,98,34,67,12,12,1226,1053,75,27,47,10,6,1226,1053,75,18,4,18,5,11,42
4005000098,3469,2118,939,67,325,69,0,2689,1830,632,22,173,70,0,3710,2487,928,74,174,58,16,2963,2145,607,56,122,34,12,2963,2145,607,29,21,51,2,5,103
4005000099,1367,806,410,84,57,21,0,968,674,173,58,33,10,0,1525,878,441,58,96,44,6,1208,765,306,40,63,24,5,1208,765,306,28,18,20,1,9,61
4005000066,1218,779,329,0,118,7,0,872,663,94,0,103,1,0,1130,805,238,13,72,14,1,922,709,143,3,56,10,0,922,709,143,1,2,39,0,7,21
4005000024,3627,2974,251,54,172,191,0,2923,2455,201,54,87,128,0,4054,2820,446,101,510,187,34,3319,2413,319,72,365,143,24,3319,2413,319,34,100,263,8,20,162
4005000026,1694,956,497,21,175,37,0,1154,758,239,0,133,14,0,2295,903,685,55,673,50,13,1732,759,467,36,463,41,12,1732,759,467,24,29,376,6,6,65
4005000080,758,676,35,21,47,0,0,712,633,37,0,45,0,0,1128,990,82,5,35,8,0,1000,891,64,0,30,4,0,1000,891,64,0,4,10,0,8,23
4005000062,4237,3556,586,0,70,0,0,3236,2843,311,0,60,0,0,4052,3114,492,63,306,92,13,3295,2634,327,50,221,70,4,3295,2634,327,22,32,136,0,27,117
4005000058,1382,970,184,27,231,0,0,1136,854,92,1,160,5,0,1411,1172,59,13,163,14,0,1076,896,40,3,126,11,0,1076,896,40,0,7,101,0,3,29
4005000075,1669,745,39,39,821,25,0,1113,613,35,39,409,23,0,1683,1179,108,24,323,68,7,1365,996,79,17,223,50,3,1365,996,79,6,40,182,0,6,56
4005000048,360,0,2,0,360,0,0,265,0,3,0,261,0,0,424,2,4,0,419,1,1,328,2,3,0,324,1,0,328,2,3,0,0,321,0,0,2
4005000092,2357,1486,156,0,610,95,0,1804,1206,89,0,477,40,0,2576,1715,314,31,490,45,13,2116,1478,226,17,370,30,6,2116,1478,226,5,13,311,1,11,71
4005000063,134,67,0,0,66,0,0,123,93,0,0,7,0,0,233,182,33,0,22,1,0,197,163,24,0,13,0,0,197,163,24,0,0,6,0,2,2
4005000042,1674,10,33,0,1656,1,0,1095,6,3,0,1079,3,0,1388,11,23,7,1362,10,3,1020,9,19,7,1004,3,0,1020,9,19,0,2,975,0,0,15
4005000059,2025,1021,153,111,761,36,0,1759,984,137,107,524,20,0,1777,1045,225,62,382,71,1,1570,948,190,50,322,64,1,1570,948,190,45,58,285,0,2,42
4005000097,626,401,51,8,163,10,0,508,317,60,8,159,10,0,1401,689,415,31,248,53,3,1147,622,285,27,195,33,2,1147,622,285,20,26,152,0,8,34
4005000043,1141,22,37,0,1114,7,0,853,23,4,0,814,1,0,1118,19,32,5,1090,1,2,872,17,11,3,848,1,1,872,17,11,1,1,832,1,0,9
4013000633,3333,2706,99,19,50,455,117,2413,2149,66,0,18,90,0,2575,2093,174,71,13,208,6,2142,1820,131,43,9,116,2,2142,1820,131,25,93,6,0,18,49
4013000108,4297,3235,219,59,0,785,0,2830,2566,110,59,0,92,0,4813,3768,353,104,45,527,11,3896,3169,237,81,39,356,6,3896,3169,237,65,296,17,0,16,96
4013000211,4704,3378,931,248,70,83,166,3449,2652,540,68,72,37,25,5298,3328,1230,264,165,306,82,3738,2471,765,168,109,200,40,3738,2471,765,118,157,38,18,18,153
4013000517,7646,6000,1132,182,7,302,0,5598,4674,664,139,8,124,0,8366,5859,1387,508,300,380,90,6327,4693,864,316,178,269,58,6327,4693,864,223,202,46,38,19,242
4013000050,18961,6272,9045,2263,1068,1039,52,10764,5549,3548,1225,322,73,50,18442,5739,8862,2325,1105,944,98,13368,5074,5574,1524,784,672,73,13368,5074,5574,1291,580,367,35,37,410
4013000623,4262,1297,2096,709,309,44,16,2399,1168,674,463,117,0,4,3972,1138,2152,520,263,76,13,2886,1002,1433,322,190,56,3,2886,1002,1433,259,28,72,0,16,76
4013000273,3544,2846,429,117,181,144,0,2890,2468,247,65,4,100,0,3887,2964,539,118,120,161,24,3179,2540,372,74,73,115,17,3179,2540,372,49,89,12,9,7,101
4013000034,2672,919,1644,46,10,99,0,1353,782,512,0,9,40,0,2436,907,1107,148,99,224,5,1744,744,723,89,86,143,0,1744,744,723,72,133,32,0,5,35
4013000445,4873,1541,2714,175,92,354,18,3208,1395,1442,86,97,176,6,5787,1824,2926,461,308,437,30,4233,1552,1950,285,206,307,19,4233,1552,1950,225,281,77,12,28,108
4013000212,4526,1466,2304,299,244,408,0,2717,1100,1167,147,93,163,0,4290,1401,2194,325,359,254,24,3102,1155,1460,192,214,191,21,3102,1155,1460,161,144,70,10,9,93
4013000400,3879,1780,1575,308,200,156,0,2780,1378,973,179,122,122,0,4240,1803,1790,316,214,185,25,3268,1543,1246,203,164,136,11,3268,1543,1246,170,108,68,1,27,105
4013000078,4425,3660,549,105,130,111,0,3175,2610,410,105,0,44,0,5979,4533,767,156,126,391,42,4098,3129,495,87,72,286,33,4098,3129,495,42,225,11,13,20,163
4013000305,4870,3997,490,201,121,140,0,3980,3265,417,126,53,79,0,4342,3474,478,119,90,202,33,3503,2887,338,69,73,153,18,3503,2887,338,46,103,19,0,7,103
4013000027,4874,3732,592,172,38,319,0,3788,3065,369,116,39,189,0,4749,3342,816,217,168,223,12,3711,2693,576,169,119,170,8,3711,2693,576,109,125,53,2,14,139
4013000448,4634,2716,1561,140,340,172,0,3098,2353,491,56,139,78,0,4302,2343,1321,241,248,233,17,3606,2107,994,179,177,188,13,3606,2107,994,130,124,79,2,23,147
4013000582,10606,1905,7496,961,43,265,0,5396,1332,3319,634,20,84,0,9991,1162,7267,1156,374,325,55,6646,946,4654,739,245,248,34,6646,946,4654,618,172,76,17,28,135
4013000542,16469,1478,13132,1557,464,132,0,6889,1334,4406,850,253,55,0,15253,1299,11916,1684,644,283,42,9812,991,7497,1033,417,202,31,9812,991,7497,904,128,112,18,36,126
4013000227,10767,4224,3387,1605,1042,729,257,7155,3638,1342,1129,575,277,118,10970,4227,3857,1380,1008,746,143,8522,3672,2628,949,733,630,92,8522,3672,2628,755,525,481,62,54,345
4013000686,5848,2473,1824,871,516,462,57,4399,2363,1220,369,163,207,19,5219,2467,1319,520,332,645,45,4408,2245,1019,384,229,553,36,4408,2245,1019,320,486,124,19,16,179
4013000207,7744,2346,3710,811,256,652,171,4387,2042,1443,540,104,203,56,7314,2426,3242,689,511,614,54,5637,2188,2145,524,360,519,36,5637,2188,2145,412,448,208,19,26,191
4013000190,3303,1716,1012,538,38,19,45,2839,1685,703,403,34,17,0,3019,1588,952,283,172,97,17,2592,1501,725,191,134,79,16,2592,1501,725,151,43,50,6,14,102
4013000386,14083,9333,2592,1142,201,1105,13,9534,6179,1583,898,29,838,14,13609,8289,2994,1192,499,740,155,9726,6246,1840,808,317,502,97,9726,6246,1840,651,357,64,45,50,473
4013000404,5616,3534,1185,404,17,449,67,3834,2486,761,289,15,215,40,6238,3945,1337,439,175,421,51,4281,2807,824,293,127,266,30,4281,2807,824,207,181,31,10,21,200
4013000483,2759,2261,255,163,38,108,5,1933,1607,177,77,10,53,0,3397,2115,776,302,103,131,28,2454,1647,461,195,66,95,18,2454,1647,461,160,70,10,6,15,85
4013000218,9642,1582,6512,1374,558,239,0,5077,1190,2777,744,195,162,0,8532,1513,5662,868,642,285,100,6139,1270,3899,605,440,200,62,6139,1270,3899,491,143,139,38,23,136
4013000085,5517,3583,754,210,57,879,22,3952,2837,479,176,58,391,0,4587,2875,577,219,109,819,19,3632,2396,398,164,76,603,16,3632,2396,398,131,522,31,3,15,136
4013000681,6035,3116,1548,818,147,474,20,4670,2623,1146,633,48,215,10,5020,2816,1240,471,320,277,32,4086,2471,867,302,230,230,18,4086,2471,867,229,190,120,14,27,168
4013000246,10936,6495,1815,1001,921,976,0,7604,5147,1132,525,412,352,0,11089,5836,2044,1134,518,1674,88,8641,4876,1439,790,359,1210,43,8641,4876,1439,632,1081,196,36,43,338
4013000172,4489,2662,810,133,16,884,88,3147,2212,554,116,0,151,0,5118,2845,808,364,159,1019,28,4018,2412,528,230,117,750,21,4018,2412,528,169,670,53,0,17,169
4013000011,6698,5276,669,146,47,579,32,5313,4288,517,59,21,425,0,6352,4555,698,197,146,766,28,5046,3752,459,137,97,569,17,5046,3752,459,95,516,29,4,28,163
4013000711,3312,1862,606,143,69,742,0,2166,1455,354,63,37,225,0,3050,1691,507,178,95,603,20,2322,1414,361,98,70,374,14,2322,1414,361,82,351,38,8,11,57
4013000451,2620,1470,379,338,184,338,57,1953,1371,245,80,113,150,0,2904,1791,562,191,107,291,25,2285,1495,403,123,87,210,15,2285,1495,403,101,174,26,9,4,73
4005000047,815,3,0,0,808,0,3,569,3,0,0,564,0,0,474,5,4,1,463,2,3,362,3,0,0,354,2,3,362,3,0,0,0,349,0,3,7
4005000056,1144,1118,24,0,1,3,0,901,891,10,0,0,0,0,947,830,75,3,19,15,2,717,641,52,3,11,5,2,717,641,52,0,2,2,1,1,18
4005000055,436,416,8,0,0,12,0,379,370,1,0,0,0,0,422,361,37,7,8,8,1,341,293,26,6,8,5,0,341,293,26,3,4,2,0,2,11
4005000084,849,706,120,0,6,15,0,698,602,61,0,20,0,0,849,544,199,5,102,6,2,654,446,123,5,80,4,0,654,446,123,1,0,67,0,1,16
4005000005,2591,2210,227,32,105,22,0,1975,1800,130,8,46,4,0,2862,2266,281,47,177,69,19,2230,1801,201,33,130,49,10,2230,1801,201,13,28,86,6,7,88
4005000069,2412,11,30,8,2385,46,0,1730,3,4,0,1719,2,0,1974,17,21,9,1948,5,6,1429,14,9,1,1410,3,2,1429,14,9,0,1,1387,1,0,17
4021000082,3202,722,2290,53,267,0,0,1970,645,1200,29,71,0,0,2698,624,1715,176,330,47,23,1894,524,1132,107,203,30,9,1894,524,1132,85,12,93,2,6,40
4021000036,5334,1724,2283,695,746,20,29,3950,1585,1718,209,430,0,10,4572,1252,2624,409,418,70,40,3229,998,1768,243,259,46,16,3229,998,1768,212,23,135,10,7,76
4021000034,3876,1073,2328,144,550,78,0,2238,924,972,64,255,25,0,4078,1648,1920,246,353,111,19,2982,1413,1238,142,219,72,9,2982,1413,1238,120,47,84,1,7,72
4021000025,2831,2056,719,38,50,16,1,1959,1381,515,5,13,5,0,2378,1748,481,49,93,31,7,1891,1467,317,29,57,26,5,1891,1467,317,22,11,16,0,7,51
4021000024,13210,4722,5647,1979,937,263,179,11570,4477,4394,1777,716,32,95,11170,4608,4317,1546,743,105,39,10438,4341,3971,1441,681,99,35,10438,4341,3971,1339,60,526,15,9,177
4021000023,8623,3477,3859,625,645,100,173,6584,3325,2024,543,512,15,108,9468,4915,2808,452,662,87,24,9160,4809,2663,414,629,73,20,9160,4809,2663,371,52,559,9,4,693
4021000020,2523,1785,685,35,18,0,0,1793,1529,226,39,18,0,0,1796,1071,536,96,89,12,2,1471,964,369,62,66,7,2,1471,964,369,62,3,24,1,6,42
4021000001,2774,1516,1054,17,131,90,0,1997,1169,708,0,78,25,0,2015,1105,801,21,98,30,3,1556,928,548,16,70,18,0,1556,928,548,9,6,11,0,7,47
4021000013,4798,1992,2536,160,85,74,26,3658,1873,1522,152,27,63,0,4394,2544,1561,149,199,43,18,3681,2426,1022,102,137,34,17,3681,2426,1022,79,23,46,4,3,78
4021000105,313,39,195,73,18,0,0,210,87,78,27,7,0,0,342,134,161,34,19,5,2,274,120,120,19,14,4,2,274,120,120,12,4,9,1,3,5
4021000027,13163,8809,2764,855,584,105,82,9209,6678,1575,523,298,51,84,12353,8302,2530,888,419,327,66,9216,6768,1461,524,266,210,29,9216,6768,1461,435,157,78,11,42,264
4021000017,3068,876,1709,299,289,16,0,1894,761,939,100,95,9,0,3363,1068,1631,452,285,65,8,2370,882,1059,260,174,47,6,2370,882,1059,233,28,88,4,17,59
4021000037,4898,2676,1487,282,369,269,0,3658,2356,789,190,240,86,0,5714,3204,1809,364,328,159,21,4515,2860,1150,226,194,125,12,4515,2860,1150,176,95,82,7,9,136
4021000062,1524,15,159,0,1494,0,0,1225,21,81,0,1124,0,0,2454,17,247,14,2356,4,2,1606,17,132,5,1537,4,1,1606,17,132,0,2,1441,0,0,14
4021000038,4805,1750,2841,131,207,30,0,2894,1514,1287,66,49,2,0,3482,1183,2042,147,218,46,14,2552,999,1365,96,165,32,10,2552,999,1365,62,10,49,1,8,58
4021000029,2618,113,146,6,2344,2,1,1947,109,131,4,1710,4,0,3337,27,290,21,3193,9,8,2244,26,181,7,2120,7,8,2244,26,181,5,1,2011,0,0,20
4021000055,5487,2005,2476,106,807,154,32,3319,1725,1127,118,300,63,0,4975,2106,2422,205,333,84,25,3627,1734,1574,133,238,50,8,3627,1734,1574,85,30,96,3,8,97
