0.000000000000000000e+00,6.858603899159235517e+00,4.431997564815683965e+00,7.790151516837927836e+00,8.261213431946760721e+00,5.353246756325647837e+00,9.769264073738767706e+00,7.548442765071174954e+00,5.168245113132173607e+00,5.447247089597414771e+00,6.464810669370011809e+00,5.972083383617069252e+00,7.036884965363089606e+00,9.261468089752296962e+00,8.139840082224393925e+00,4.466612555539709817e+00,5.627928935476582240e+00,8.849562993735350602e+00,2.297621757503057971e+00,5.142284689679782694e+00
6.858603899159235517e+00,0.000000000000000000e+00,5.431823999869843433e+00,2.066416041973139439e+00,6.105389443144278339e+00,8.230952382258431399e+00,9.639177495457481371e+00,6.702711641285744371e+00,5.389518005145347956e+00,4.456561432975280290e+00,9.745320203694921801e+00,2.000637901701096233e+00,7.324128920119057362e+00,1.108400282893038025e+01,1.001299194300317552e+01,4.152521898227345076e+00,8.388170653320036863e+00,6.158517748002540593e+00,6.673027080320628635e+00,6.569830827975971843e+00
4.431997564815683965e+00,5.431823999869843433e+00,0.000000000000000000e+00,6.612244400896909902e+00,7.234953656211541073e+00,6.112387073852261210e+00,7.715927620101193263e+00,9.296326953463271536e+00,4.299197895114884815e+00,6.263642386178937649e+00,6.631168772348739360e+00,4.263944321971129270e+00,5.532830827360479375e+00,9.948837489320279559e+00,1.025925999090529572e+01,5.156816492604672675e+00,6.345508220846133085e+00,8.832229984605291406e+00,4.149321975870790880e+00,2.170079491033299224e+00
7.790151516837927836e+00,2.066416041973139439e+00,6.612244400896909902e+00,0.000000000000000000e+00,5.628802460865561130e+00,8.068389731395686937e+00,9.209882662375868279e+00,5.637513924264590415e+00,6.861129663510594057e+00,4.613162611732143148e+00,1.004253954114506087e+01,3.593920287468062025e+00,6.778744883449481229e+00,1.105773260061004493e+01,1.001549820578638972e+01,4.750977934770292066e+00,8.389780308714559709e+00,6.218728524932706669e+00,7.623497771612452567e+00,7.764003761425889216e+00
8.261213431946760721e+00,6.105389443144278339e+00,7.234953656211541073e+00,5.628802460865561130e+00,0.000000000000000000e+00,4.517803901914950515e+00,6.552758097755377875e+00,7.505739417600041818e+00,5.763823528545260366e+00,6.372080033673000798e+00,8.404641814405881206e+00,7.210444466622455195e+00,3.695239308134633749e+00,9.407475600601703292e+00,1.007340370448931388e+01,6.833655686851730415e+00,4.118766674680649942e+00,2.814510955758467325e+00,7.363907218626649431e+00,5.724043562313289257e+00
5.353246756325647837e+00,8.230952382258431399e+00,6.112387073852261210e+00,8.068389731395686937e+00,4.517803901914950515e+00,0.000000000000000000e+00,7.751190479037630254e+00,9.150859794504192735e+00,5.449823260365738165e+00,6.748726656841249394e+00,5.667870826790714744e+00,8.637331855120141455e+00,3.407142858181269940e+00,8.782100071132896701e+00,9.458271810011456893e+00,7.763616229470645891e+00,2.384814695225108583e+00,5.213896147695156635e+00,6.015000920604696155e+00,4.589223058856136461e+00
9.769264073738767706e+00,9.639177495457481371e+00,7.715927620101193263e+00,9.209882662375868279e+00,6.552758097755377875e+00,7.751190479037630254e+00,0.000000000000000000e+00,8.323364599539997855e+00,6.180026445053678152e+00,1.085485163718598045e+01,8.974273526045228877e+00,8.636467770683484702e+00,5.165766552394963185e+00,8.099718112996317387e+00,1.066457103388523819e+01,1.003091966331147589e+01,7.467476642720338731e+00,5.845346526245348784e+00,8.900101142041190627e+00,6.917908408214274552e+00
7.548442765071174954e+00,6.702711641285744371e+00,9.296326953463271536e+00,5.637513924264590415e+00,7.505739417600041818e+00,9.150859794504192735e+00,8.323364599539997855e+00,0.000000000000000000e+00,1.047159767120130880e+01,6.697248162470466504e+00,9.744280242137024928e+00,7.490648916432874671e+00,8.481262102829631999e+00,7.880633299917807477e+00,7.031923372194226474e+00,6.566725674510351496e+00,9.481348311683445829e+00,6.832183075620701374e+00,9.073185591926879567e+00,1.095151072447720608e+01
5.168245113132173607e+00,5.389518005145347956e+00,4.299197895114884815e+00,6.861129663510594057e+00,5.763823528545260366e+00,5.449823260365738165e+00,6.180026445053678152e+00,1.047159767120130880e+01,0.000000000000000000e+00,6.693079371928199350e+00,7.508423373364713882e+00,4.659236046559970035e+00,4.019012271654234247e+00,1.105102142288404465e+01,1.159986501201289144e+01,6.200150127302983094e+00,5.729110929020286846e+00,7.120780304200708066e+00,4.704615200178580814e+00,3.571028480101865021e+00
5.447247089597414771e+00,4.456561432975280290e+00,6.263642386178937649e+00,4.613162611732143148e+00,6.372080033673000798e+00,6.748726656841249394e+00,1.085485163718598045e+01,6.697248162470466504e+00,6.693079371928199350e+00,0.000000000000000000e+00,7.340287502295798738e+00,4.697231055725112014e+00,7.326231411256184600e+00,1.055852212483316777e+01,6.662611084496004032e+00,3.735495085388462755e+00,7.269409659635740262e+00,6.942655990464193572e+00,6.067987177023862699e+00,7.334755239659989101e+00
6.464810669370011809e+00,9.745320203694921801e+00,6.631168772348739360e+00,1.004253954114506087e+01,8.404641814405881206e+00,5.667870826790714744e+00,8.974273526045228877e+00,9.744280242137024928e+00,7.508423373364713882e+00,7.340287502295798738e+00,0.000000000000000000e+00,8.509612505492995638e+00,6.433795573696581727e+00,8.719272806902550244e+00,8.051062887291081438e+00,6.596338459500286078e+00,6.100087675522128272e+00,8.654592320639508785e+00,7.916781936188884927e+00,5.969790497210077262e+00
5.972083383617069252e+00,2.000637901701096233e+00,4.263944321971129270e+00,3.593920287468062025e+00,7.210444466622455195e+00,8.637331855120141455e+00,8.636467770683484702e+00,7.490648916432874671e+00,4.659236046559970035e+00,4.697231055725112014e+00,8.509612505492995638e+00,0.000000000000000000e+00,7.359605233624472831e+00,1.090978661387880955e+01,9.370381983308675444e+00,3.469408561813547731e+00,8.524029366105560612e+00,6.971882616711556402e+00,5.820537047361917793e+00,5.540079704986627718e+00
7.036884965363089606e+00,7.324128920119057362e+00,5.532830827360479375e+00,6.778744883449481229e+00,3.695239308134633749e+00,3.407142858181269940e+00,5.165766552394963185e+00,8.481262102829631999e+00,4.019012271654234247e+00,7.326231411256184600e+00,6.433795573696581727e+00,7.359605233624472831e+00,0.000000000000000000e+00,9.651454380188372539e+00,1.068135492061605873e+01,7.780694740609882309e+00,3.929686361292523689e+00,4.370335628341646128e+00,5.703591295910293013e+00,3.703837338908678500e+00
9.261468089752296962e+00,1.108400282893038025e+01,9.948837489320279559e+00,1.105773260061004493e+01,9.407475600601703292e+00,8.782100071132896701e+00,8.099718112996317387e+00,7.880633299917807477e+00,1.105102142288404465e+01,1.055852212483316777e+01,8.719272806902550244e+00,1.090978661387880955e+01,9.651454380188372539e+00,0.000000000000000000e+00,5.989766101628038797e+00,1.130663193577900572e+01,8.655357730095532887e+00,8.266720632729688489e+00,9.979655013624862292e+00,9.223911722598725049e+00
8.139840082224393925e+00,1.001299194300317552e+01,1.025925999090529572e+01,1.001549820578638972e+01,1.007340370448931388e+01,9.458271810011456893e+00,1.066457103388523819e+01,7.031923372194226474e+00,1.159986501201289144e+01,6.662611084496004032e+00,8.051062887291081438e+00,9.370381983308675444e+00,1.068135492061605873e+01,5.989766101628038797e+00,0.000000000000000000e+00,7.243710220505108488e+00,1.045078136522301548e+01,1.023531439015656375e+01,8.623603258501535862e+00,1.169960882220497211e+01
4.466612555539709817e+00,4.152521898227345076e+00,5.156816492604672675e+00,4.750977934770292066e+00,6.833655686851730415e+00,7.763616229470645891e+00,1.003091966331147589e+01,6.566725674510351496e+00,6.200150127302983094e+00,3.735495085388462755e+00,6.596338459500286078e+00,3.469408561813547731e+00,7.780694740609882309e+00,1.130663193577900572e+01,7.243710220505108488e+00,0.000000000000000000e+00,7.922282041261663466e+00,6.634018404536763391e+00,5.122846591330665333e+00,6.635135873032136367e+00
5.627928935476582240e+00,8.388170653320036863e+00,6.345508220846133085e+00,8.389780308714559709e+00,4.118766674680649942e+00,2.384814695225108583e+00,7.467476642720338731e+00,9.481348311683445829e+00,5.729110929020286846e+00,7.269409659635740262e+00,6.100087675522128272e+00,8.524029366105560612e+00,3.929686361292523689e+00,8.655357730095532887e+00,1.045078136522301548e+01,7.922282041261663466e+00,0.000000000000000000e+00,4.784227396655047926e+00,6.512947513710847680e+00,5.111077184723150424e+00
8.849562993735350602e+00,6.158517748002540593e+00,8.832229984605291406e+00,6.218728524932706669e+00,2.814510955758467325e+00,5.213896147695156635e+00,5.845346526245348784e+00,6.832183075620701374e+00,7.120780304200708066e+00,6.942655990464193572e+00,8.654592320639508785e+00,6.971882616711556402e+00,4.370335628341646128e+00,8.266720632729688489e+00,1.023531439015656375e+01,6.634018404536763391e+00,4.784227396655047926e+00,0.000000000000000000e+00,8.939674817307810883e+00,7.120519726314270770e+00
