GEOID20,Tot_2020_tot,Wh_2020_tot,His_2020_tot,BlC_2020_tot,NatC_2020_tot,AsnC_2020_tot,PacC_2020_tot,Tot_2020_vap,Wh_2020_vap,His_2020_vap,BlC_2020_vap,NatC_2020_vap,AsnC_2020_vap,PacC_2020_vap,Tot_2020_adjtot,Wh_2020_adjtot,His_2020_adjtot,BlC_2020_adjtot,NatC_2020_adjtot,AsnC_2020_adjtot,PacC_2020_adjtot,Tot_2020_nhvap,Wh_2020_nhvap,His_2020_nhvap,Bl_2020_nhvap,Asn_2020_nhvap,Nat_2020_nhvap,Pac_2020_nhvap,OthAl_2020_nhvap,Mix_2020_nhvap
2402503-009,4283,3748,148,150,55,152,6,3390,3026,93,110,36,102,5,4290,3752,148,175,56,158,6,3390,3026,93,88,71,3,0,9,100
2402501-002,2798,1950,117,528,69,142,4,2255,1614,74,400,54,114,1,2805,1952,117,527,67,143,4,2255,1614,74,372,106,2,0,6,81
2402503-004,2225,1934,65,103,54,47,2,1778,1588,37,80,34,27,2,2226,1934,65,103,53,47,2,1778,1588,37,60,14,0,0,3,76
2402503-018,3562,2615,167,410,79,268,13,2692,2047,107,268,63,187,8,3564,2617,167,413,79,271,13,2692,2047,107,233,161,9,0,9,126
2402503-027,376,360,8,0,0,6,0,310,303,5,0,0,0,0,378,362,8,0,0,6,0,310,303,5,0,0,0,0,2,0
2400104-003,1781,1450,33,234,55,14,1,1334,1151,26,114,41,8,0,1792,1458,33,239,51,13,0,1334,1151,26,72,7,8,0,2,68
2400303-023,2205,1916,74,80,63,44,3,1754,1534,61,62,47,34,0,2206,1917,74,80,64,44,3,1754,1534,61,48,29,6,0,5,71
2402119-001,1829,1639,89,18,46,28,3,1472,1343,62,9,38,15,0,1830,1640,89,18,48,31,3,1472,1343,62,9,5,2,0,1,50
2403318-012,181,13,33,133,5,5,0,152,11,23,116,5,4,0,181,13,33,133,5,5,0,152,11,23,110,4,0,0,0,4
2403321-007,3345,1279,1200,509,116,332,4,2569,1094,822,366,86,263,3,3345,1279,1200,509,116,332,4,2569,1094,822,319,228,1,0,18,87
2400129-003,1521,1391,24,41,29,38,5,1266,1185,9,23,19,29,1,1525,1394,24,44,28,38,5,1266,1185,9,18,28,0,1,0,25
2400302-001,2519,1562,196,529,61,204,3,2067,1334,136,417,43,160,2,2522,1563,196,529,60,203,3,2067,1334,136,375,130,1,0,4,87
2402706-024,3889,1226,595,1410,90,654,4,2703,974,394,885,63,434,4,3895,1228,596,1407,81,650,4,2703,974,394,789,403,0,2,15,126
2403702-003,1048,910,21,65,12,33,2,867,761,17,52,11,19,0,1050,912,21,64,12,33,2,867,761,17,44,14,0,0,4,27
2400134-000,1582,1507,7,33,23,9,0,1311,1264,4,18,15,7,0,1582,1507,7,33,23,9,0,1311,1264,4,10,6,2,0,4,21
2400305-021,3903,2927,302,352,78,232,17,2846,2188,196,222,67,155,14,3906,2928,302,365,61,235,17,2846,2188,196,199,131,0,6,10,116
2402706-028,3746,1993,150,490,53,1053,3,2881,1659,91,350,36,726,3,3749,1994,150,490,50,1061,3,2881,1659,91,307,693,1,0,16,114
2402704-006,3111,2188,110,215,27,563,2,2332,1711,58,159,19,374,1,3112,2189,110,215,27,563,2,2332,1711,58,147,356,5,0,0,55
2402706-018,2398,1282,183,617,32,313,1,1761,1004,121,409,29,216,0,2399,1282,183,614,32,316,1,1761,1004,121,351,179,1,0,14,91
2403310-007,3425,554,681,2082,82,151,0,2541,498,436,1523,61,110,0,3427,554,681,2060,67,146,0,2541,498,436,1401,87,6,0,16,97
2403313-011,3549,57,96,3343,34,80,6,2810,55,65,2629,31,69,4,3551,57,96,3337,34,79,6,2810,55,65,2544,58,6,0,12,70
2403313-024,1301,11,18,1260,5,20,0,1002,6,16,969,4,18,0,1302,11,18,1252,5,20,0,1002,6,16,940,18,3,0,2,17
2403309-007,4680,173,324,4050,78,164,15,3690,158,212,3199,68,129,10,4692,173,324,4044,75,163,14,3690,158,212,3063,107,8,0,30,112
2403303-006,4055,74,122,3830,36,58,0,3167,68,86,2985,30,41,0,4057,74,122,3832,36,58,0,3167,68,86,2894,31,1,0,14,73
2403313-006,3453,59,135,3232,58,80,5,2821,55,93,2645,52,56,5,3462,59,137,3180,55,78,5,2821,55,93,2521,39,10,0,5,98
2403313-017,3131,52,1145,1916,42,40,4,2342,38,769,1520,34,35,4,3142,53,1145,1929,30,38,4,2342,38,769,1451,24,4,0,6,50
2403307-005,3589,1508,426,1475,85,163,6,2751,1241,295,1085,58,121,4,3593,1509,426,1469,85,163,6,2751,1241,295,993,100,6,1,10,105
2403705-001,4975,4151,165,426,119,120,17,3569,2968,114,326,84,71,9,4983,4157,165,425,114,120,15,3569,2968,114,297,49,24,1,7,109
2451007-001,1764,105,24,1571,7,69,4,1237,95,23,1060,4,65,3,1795,105,24,1594,7,67,2,1237,95,23,1037,55,0,0,0,27
2400503-011,4331,2294,140,1621,47,267,12,3488,2051,97,1123,35,194,3,4337,2295,141,1617,42,267,12,3488,2051,97,1058,176,5,0,16,85
2400515-023,7312,1407,439,5323,113,134,10,5421,1241,276,3785,84,99,4,7358,1411,439,5323,105,135,10,5421,1241,276,3603,76,10,0,27,188
2451026-022,1064,50,34,965,17,19,1,788,49,28,699,15,15,1,1074,50,34,970,17,19,1,788,49,28,671,9,5,0,0,26
2451025-001,4053,447,166,3305,57,127,3,3106,368,104,2514,49,98,3,4097,448,166,3318,52,128,3,3106,368,104,2432,85,0,0,24,93
2403112-003,5018,3286,736,503,75,423,11,3829,2635,503,313,63,308,6,5021,3288,737,503,71,420,11,3829,2635,503,262,268,9,0,27,125
2403113-031,2578,1186,620,469,62,300,8,1979,929,467,359,49,220,3,2578,1186,620,469,62,300,8,1979,929,467,313,190,4,1,18,57
2400302-024,3025,1777,266,628,94,282,13,2240,1407,161,423,55,192,6,3029,1780,266,621,88,279,14,2240,1407,161,380,162,9,2,10,109
2401304-003,6454,5626,183,288,138,175,5,5138,4577,105,196,98,113,5,6464,5635,183,296,138,183,6,5138,4577,105,152,91,13,4,16,180
2400511-009,3929,2185,175,1148,51,385,0,2986,1794,118,749,44,281,0,3934,2187,176,1133,50,384,0,2986,1794,118,688,266,7,0,13,100
2400508-011,2436,1466,232,332,48,361,3,1948,1268,154,226,34,262,1,2437,1467,232,332,48,360,3,1948,1268,154,193,242,2,0,14,75
2451026-012,1179,82,522,528,46,58,3,853,66,322,410,30,55,1,1197,83,524,522,17,61,3,853,66,322,386,53,6,0,3,17
2451028-009,3080,397,124,2499,61,70,4,2453,352,90,1955,48,51,4,3105,399,124,2501,59,70,4,2453,352,90,1864,36,8,0,10,93
2400508-012,2951,2364,114,144,26,308,4,2296,1879,79,98,15,230,1,2952,2364,114,144,23,308,4,2296,1879,79,77,218,1,0,2,40
2403113-019,3044,1760,552,449,67,287,1,2323,1389,398,321,59,208,1,3045,1761,552,448,67,287,1,2323,1389,398,255,168,7,0,16,90
2403113-021,6594,1730,1090,3425,112,352,12,5009,1396,785,2550,83,283,10,6600,1730,1090,3417,98,352,11,5009,1396,785,2376,249,4,1,37,161
2400511-002,3555,3206,123,55,39,94,3,2824,2577,90,36,35,54,3,3557,3208,123,55,39,94,3,2824,2577,90,18,33,1,0,11,94
2400511-026,361,331,7,10,4,7,0,300,281,2,8,4,5,0,361,331,7,10,4,7,0,300,281,2,6,4,0,0,0,7
2451025-010,1833,65,98,1652,24,34,1,1374,46,58,1239,22,25,1,1868,65,99,1664,23,34,1,1374,46,58,1206,14,6,0,4,40
2400509-020,5135,429,309,4308,59,138,4,3928,394,202,3241,46,106,4,5172,429,310,4286,54,131,4,3928,394,202,3138,88,11,0,14,81
2400515-015,3582,2428,373,498,171,130,8,2941,2116,249,338,135,100,6,3598,2441,373,505,165,136,8,2941,2116,249,282,86,27,1,25,155
2451015-007,1909,44,48,1816,17,12,4,1512,40,38,1435,13,10,3,1935,44,48,1832,17,11,3,1512,40,38,1400,5,1,1,6,21
2400509-004,6734,4197,430,1637,61,510,8,5914,3666,336,1527,56,391,4,6735,4198,430,1636,61,510,8,5914,3666,336,1327,299,2,2,19,263
2400515-017,5355,1433,462,3259,176,122,2,3770,1170,289,2168,139,69,0,5386,1435,463,3254,167,121,2,3770,1170,289,2020,57,18,0,25,191
2451016-005,2020,58,26,1916,9,33,2,1633,54,15,1545,6,21,1,2073,58,26,1957,9,33,2,1633,54,15,1506,10,3,0,5,40
2451007-004,3114,127,497,2477,71,39,6,2293,103,298,1874,52,30,6,3196,128,497,2490,55,35,4,2293,103,298,1786,19,6,0,3,78
2451015-009,3467,101,80,3260,36,37,3,2706,93,48,2537,27,29,3,3513,102,80,3277,36,37,3,2706,93,48,2469,21,11,0,8,56
2451027-041,2457,1771,108,439,22,117,2,1888,1361,70,366,19,72,2,2461,1771,108,451,22,115,2,1888,1361,70,329,64,4,0,15,45
2401304-002,3162,2870,68,76,44,60,4,2509,2325,43,48,33,29,2,3163,2871,68,76,44,60,4,2509,2325,43,43,27,2,0,10,59
2401913-002,158,76,2,78,3,1,0,139,69,2,68,2,0,0,158,76,2,78,3,1,0,139,69,2,68,0,0,0,0,0
2400503-012,3755,1168,201,2167,41,221,4,2965,1029,150,1611,26,171,4,3762,1170,201,2147,36,213,4,2965,1029,150,1536,149,3,0,10,88
2451020-010,902,177,73,608,14,32,2,666,166,45,423,9,24,1,913,179,73,622,13,30,2,666,166,45,401,24,2,0,0,28
2451016-006,2089,16,51,2039,22,1,3,1668,15,28,1631,19,1,3,2124,16,51,2050,21,1,3,1668,15,28,1588,0,4,0,5,28
2451001-005,3575,2978,227,131,50,183,0,3228,2733,178,107,41,148,0,3580,2979,227,135,48,182,0,3228,2733,178,80,104,4,0,17,112
2402102-013,6012,2357,1353,1827,135,483,18,4609,2060,889,1279,101,359,13,6023,2362,1354,1817,96,483,14,4609,2060,889,1129,323,3,2,30,173
2403312-014,3038,277,511,1858,41,410,11,2484,240,365,1533,33,344,11,3038,277,511,1858,41,410,11,2484,240,365,1477,316,5,0,10,71
2403306-015,4892,115,297,4467,73,43,7,3851,109,203,3515,54,38,6,4911,115,297,4457,65,37,7,3851,109,203,3407,26,6,0,13,87
2400301-003,3154,2048,398,462,117,168,2,2478,1689,262,344,60,121,2,3163,2053,398,465,101,166,1,2478,1689,262,310,99,7,1,15,95
2400305-015,1313,1160,16,14,5,102,3,954,856,11,10,3,64,2,1313,1160,16,14,5,102,3,954,856,11,9,52,0,0,1,25
2402705-024,1297,697,58,101,20,418,1,1006,582,35,69,8,302,1,1297,697,58,101,20,418,1,1006,582,35,62,284,0,0,15,28
2402705-011,1874,1285,78,99,13,392,6,1433,1038,51,58,10,265,1,1874,1285,78,99,13,392,6,1433,1038,51,48,250,0,0,1,45
2402705-020,2845,1621,128,345,46,713,5,2135,1308,82,224,26,480,2,2846,1622,128,344,45,713,5,2135,1308,82,207,449,1,0,9,79
2402701-010,2166,1207,133,378,13,439,6,1670,989,93,256,10,321,6,2167,1207,133,379,11,438,6,1670,989,93,231,300,2,0,8,47
2402702-011,4114,1945,149,455,28,1543,3,2889,1506,90,308,10,958,2,4115,1945,149,460,27,1560,3,2889,1506,90,278,927,2,1,12,73
2400515-024,1335,839,99,303,43,64,2,1153,777,57,237,40,50,0,1338,840,99,300,41,64,2,1153,777,57,202,42,13,0,6,56
2451027-037,839,562,29,189,9,48,0,636,429,24,136,8,35,0,841,562,29,192,9,48,0,636,429,24,130,34,0,0,6,13
2400502-018,1618,234,38,1297,37,38,1,1340,204,26,1079,30,24,1,1624,234,38,1296,35,36,1,1340,204,26,1024,17,1,1,15,52
2400514-004,600,367,29,124,8,75,0,490,316,15,102,2,57,0,600,367,29,124,8,75,0,490,316,15,96,55,0,0,0,8
2400501-012,4435,3832,149,193,59,171,4,3540,3140,87,114,53,109,4,4437,3833,149,193,59,171,4,3540,3140,87,93,69,7,0,23,121
2400515-006,3232,2845,81,142,93,54,2,2666,2378,57,106,78,31,1,3235,2847,81,140,93,54,2,2666,2378,57,79,22,5,0,5,120
2400501-016,3079,2654,88,183,29,136,5,2907,2592,65,138,24,86,4,3079,2654,88,183,29,136,5,2907,2592,65,115,76,4,0,4,51
2403109-012,4372,1383,1305,1100,136,581,2,3380,1210,895,785,98,474,2,4374,1383,1306,1106,128,582,2,3380,1210,895,705,424,3,0,27,116
2403112-002,3511,2440,637,214,80,168,3,2770,2015,448,153,62,110,2,3512,2440,638,215,80,168,3,2770,2015,448,99,83,5,1,10,109
2403113-064,7825,666,3409,2877,223,485,8,5674,558,2293,2144,156,381,8,7833,667,3410,3146,142,558,8,5674,558,2293,1954,352,15,0,176,326
2403104-027,1911,367,650,393,28,472,2,1441,311,460,271,23,376,0,1911,367,650,393,28,472,2,1441,311,460,257,364,9,0,9,31
2403104-043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403104-037,471,179,80,95,11,120,1,431,172,72,77,10,106,0,471,179,80,95,11,120,1,431,172,72,61,93,6,0,1,26
2402503-024,3393,2899,128,122,44,149,4,2679,2363,81,78,33,93,3,3395,2900,128,131,48,162,4,2679,2363,81,66,67,2,0,17,83
2451027-048,1194,248,37,844,19,72,0,1035,204,32,749,16,60,0,1198,248,37,827,19,69,0,1035,204,32,710,46,3,0,0,40
2401307-007,7915,6377,474,543,166,374,15,5919,4932,282,334,113,245,7,7924,6386,474,552,160,374,12,5919,4932,282,255,201,8,0,16,225
2451027-012,858,430,51,346,14,23,3,713,388,29,270,12,11,2,859,430,51,350,14,23,3,713,388,29,249,10,0,0,5,32
2404314-001,1171,1085,26,20,18,21,2,928,871,12,17,14,13,1,1173,1087,26,21,18,21,2,928,871,12,10,6,0,1,2,26
2402501-006,5753,1416,558,3680,146,101,11,3978,1146,351,2375,102,72,8,5805,1426,558,3637,105,98,8,3978,1146,351,2213,62,15,3,32,156
2402503-017,3153,2704,94,122,39,164,4,2428,2156,52,68,26,107,3,3154,2705,94,122,39,164,4,2428,2156,52,48,78,0,0,9,85
2400305-003,2957,2325,160,205,56,218,5,2186,1770,99,135,36,134,5,2957,2325,160,205,56,218,5,2186,1770,99,119,112,4,1,5,76
2402123-003,33,7,9,10,0,8,1,17,5,4,1,0,8,0,33,7,9,10,0,8,1,17,5,4,0,7,0,0,0,1
2403305-006,4416,259,745,3079,96,351,6,3635,243,536,2580,74,284,5,4425,260,745,3061,72,342,6,3635,243,536,2470,256,0,1,42,87
2403313-004,2155,71,79,2000,24,48,2,1746,69,58,1613,16,35,1,2159,71,79,1968,21,48,2,1746,69,58,1544,20,1,0,4,50
2403313-023,814,13,19,775,2,18,0,639,13,12,604,0,17,0,816,13,19,770,0,18,0,639,13,12,591,14,0,0,0,9
2403320-098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403320-003,2464,16,236,2160,28,60,0,1957,10,163,1738,24,53,0,2473,16,236,2153,21,58,0,1957,10,163,1671,49,4,0,10,50
2403320-099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400106-005,1361,1185,18,70,17,68,3,1137,1014,10,43,11,60,1,1363,1187,18,70,17,68,3,1137,1014,10,33,56,2,0,1,21
2400307-024,3375,2342,278,438,63,293,21,2427,1742,170,275,48,202,18,3375,2342,278,438,63,293,21,2427,1742,170,216,146,0,3,10,140
2402705-006,7157,3478,331,1069,95,2183,12,4988,2571,222,677,58,1428,5,7158,3478,331,1069,95,2182,12,4988,2571,222,619,1350,4,5,25,192
2402702-007,2171,1544,70,130,27,405,2,1698,1255,43,84,17,298,2,2171,1544,70,130,27,405,2,1698,1255,43,72,277,0,0,6,45
2403321-014,2420,376,1222,717,81,198,5,1916,334,873,607,54,166,4,2420,376,1222,717,81,198,5,1916,334,873,499,160,0,1,9,40
2403708-007,4005,1618,283,1716,133,365,19,3000,1323,158,1194,88,269,9,4019,1620,283,1694,122,359,15,3000,1323,158,1119,224,4,5,8,159
2401911-001,92,78,2,9,1,3,0,76,65,1,8,1,1,0,92,78,2,9,1,3,0,76,65,1,7,1,0,0,0,2
2401912-002,496,213,12,250,12,11,0,412,168,8,219,11,7,0,503,213,12,258,12,11,0,412,168,8,217,6,3,0,1,9
2400509-025,3754,2185,174,1050,47,292,0,2933,1827,116,704,38,238,0,3768,2189,174,1054,40,292,0,2933,1827,116,666,223,9,0,14,78
2451015-008,869,12,27,829,7,9,0,702,12,14,671,5,8,0,877,12,27,834,6,9,0,702,12,14,658,2,2,0,0,14
2400503-009,5852,3652,175,1309,58,608,6,4394,2781,123,947,48,458,6,5857,3652,175,1301,57,609,6,4394,2781,123,856,425,12,1,53,143
2451006-003,724,72,74,481,20,75,3,599,64,53,404,13,61,0,732,72,74,491,16,77,3,599,64,53,388,51,5,0,13,25
2403113-016,4898,1040,1241,2109,109,496,19,3385,767,851,1424,81,342,17,4902,1041,1241,2111,85,496,19,3385,767,851,1324,293,4,2,31,113
2403110-012,4286,2176,408,545,34,1106,3,3261,1772,286,377,25,782,1,4289,2176,408,542,28,1100,3,3261,1772,286,325,747,3,0,14,114
2400306-007,1850,870,569,348,47,73,3,1457,771,343,286,36,59,3,1852,870,569,349,43,72,3,1457,771,343,254,40,0,1,1,47
2403110-002,3268,2129,217,127,28,748,1,2552,1734,147,85,13,551,0,3269,2130,217,127,28,746,1,2552,1734,147,70,525,4,0,11,61
2403914-001,375,341,3,17,16,1,2,328,304,3,15,8,1,0,376,342,3,17,15,1,2,328,304,3,11,0,0,0,0,10
2400508-024,1379,1193,36,25,7,106,0,1047,912,25,18,3,76,0,1379,1193,36,25,7,106,0,1047,912,25,18,64,0,0,1,27
2403107-027,2448,1984,198,57,31,164,2,1765,1483,119,30,17,100,1,2448,1984,198,57,31,164,2,1765,1483,119,20,82,0,0,10,51
2402506-004,240,194,12,14,14,5,0,193,169,4,7,11,3,0,240,194,12,14,14,5,0,193,169,4,5,2,3,0,0,10
2451009-002,1261,160,30,1065,18,15,2,1050,142,23,888,16,5,2,1278,161,30,1071,15,15,2,1050,142,23,847,3,0,0,1,34
2451011-003,2329,1061,147,805,33,314,1,2133,967,124,733,27,299,0,2334,1062,147,803,33,313,1,2133,967,124,679,267,0,0,13,83
2451026-030,1251,288,52,892,14,13,4,1014,261,38,697,11,11,4,1261,289,52,892,11,13,4,1014,261,38,683,6,2,0,5,19
2451013-006,837,34,16,778,23,2,1,668,33,12,616,19,2,1,858,34,16,789,18,1,0,668,33,12,590,0,4,0,2,27
2451027-024,639,13,12,612,13,1,1,547,11,10,523,13,1,1,645,13,12,614,13,1,1,547,11,10,500,0,3,0,4,19
2451027-019,960,52,13,889,23,9,1,750,46,6,689,17,6,1,978,52,13,890,18,8,1,750,46,6,666,6,0,1,3,22
2402501-008,5871,4017,381,678,91,735,5,4306,3086,220,465,63,497,5,5876,4019,382,677,86,735,5,4306,3086,220,392,447,3,0,4,154
2451027-040,1920,1498,87,199,13,119,2,1469,1136,57,179,10,84,1,1920,1498,87,199,13,119,2,1469,1136,57,154,68,0,0,6,48
2451006-002,1353,196,280,830,21,49,3,984,172,181,592,18,41,2,1380,198,280,849,13,47,3,984,172,181,567,27,0,0,6,31
2400508-008,2619,2160,88,121,13,219,1,2061,1742,64,69,8,161,1,2620,2161,88,121,13,219,1,2061,1742,64,61,128,1,0,13,52
2451008-002,1840,152,33,1636,22,19,0,1385,133,18,1214,15,16,0,1874,152,33,1657,21,19,0,1385,133,18,1191,7,0,0,0,36
2451009-001,903,61,10,814,19,13,1,719,59,7,640,10,11,1,928,61,10,824,18,14,1,719,59,7,613,9,1,0,5,25
2451024-003,2066,1734,89,86,22,147,3,1910,1612,72,71,20,142,3,2066,1734,89,86,22,147,3,1910,1612,72,56,109,0,0,5,56
2451020-009,1018,407,102,466,28,32,9,788,348,73,335,27,25,7,1034,410,102,467,26,32,9,788,348,73,304,19,3,0,1,40
2451020-012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2451004-003,867,41,24,765,15,35,1,635,40,17,544,8,32,1,886,41,24,780,13,35,0,635,40,17,527,27,2,0,6,16
2451027-053,2158,80,62,2015,24,5,1,1645,71,32,1542,19,5,1,2192,80,62,2029,20,4,1,1645,71,32,1508,1,8,0,1,24
2451022-002,1827,1382,125,153,24,166,2,1627,1263,101,128,14,138,2,1828,1382,125,153,24,165,2,1627,1263,101,87,90,0,0,9,77
2400515-008,4034,2474,151,1215,113,103,7,3114,2052,94,815,70,68,4,4047,2478,151,1205,110,101,7,3114,2052,94,764,54,9,3,16,122
2451015-004,1096,12,17,1054,13,22,1,885,12,13,850,12,15,1,1108,12,17,1052,12,21,1,885,12,13,825,7,5,1,5,17
2400305-005,2507,2078,112,180,27,114,5,1902,1596,75,134,17,75,4,2509,2079,112,177,23,116,4,1902,1596,75,125,51,0,1,6,48
2400304-016,3196,1847,262,780,84,258,7,2503,1545,181,562,65,167,3,3198,1848,262,774,81,254,6,2503,1545,181,497,122,7,1,13,137
2402706-031,2383,737,422,997,41,216,7,1786,638,280,684,31,171,5,2387,738,422,1007,29,217,6,1786,638,280,608,154,4,3,21,78
2451008-005,1743,38,40,1661,14,14,5,1402,35,28,1340,6,11,5,1780,38,41,1687,13,13,3,1402,35,28,1299,7,0,0,0,33
2400513-008,2842,1938,413,212,64,211,9,2269,1656,264,125,56,157,4,2850,1943,413,218,65,211,9,2269,1656,264,104,133,4,2,6,100
2400503-003,3166,348,208,2552,52,82,12,2544,311,137,2060,39,52,2,3172,349,208,2540,50,79,12,2544,311,137,1963,43,3,0,9,78
2400512-012,3534,2758,293,294,114,90,8,2807,2239,194,215,87,73,5,3542,2764,293,296,107,91,6,2807,2239,194,169,58,11,0,4,132
2451015-005,1501,37,45,1410,28,15,5,1241,37,35,1165,20,9,5,1514,37,45,1411,28,13,4,1241,37,35,1116,6,1,2,2,42
2451027-029,1112,37,18,1051,13,7,0,908,30,7,859,12,6,0,1122,37,19,1054,12,7,0,908,30,7,836,4,1,0,8,22
2404508-005,1881,1052,100,543,40,139,2,1502,891,61,395,33,110,1,1891,1053,100,547,39,140,2,1502,891,61,373,105,7,0,8,57
2400307-004,2201,1816,108,183,49,33,4,1770,1500,59,155,42,13,3,2202,1817,108,183,49,33,4,1770,1500,59,148,6,1,2,4,50
2451027-036,1242,48,20,1158,31,11,0,932,47,11,861,19,8,0,1260,48,20,1164,28,11,0,932,47,11,829,1,2,0,13,29
2400303-014,2337,1977,111,106,69,59,6,1843,1599,78,64,52,33,3,2340,1979,111,106,69,59,6,1843,1599,78,48,23,4,0,16,75
2402501-005,3642,1674,360,1430,113,123,22,2782,1399,236,996,82,92,16,3661,1679,361,1413,96,118,21,2782,1399,236,875,65,4,3,21,179
2403113-024,3109,1752,427,490,65,396,5,2301,1327,294,362,48,280,1,3109,1752,427,490,65,396,5,2301,1327,294,323,246,4,1,18,88
2403109-021,3805,1146,1176,818,77,659,8,2902,982,806,558,58,528,4,3810,1146,1177,819,63,665,7,2902,982,806,495,491,4,0,40,84
2451024-004,3080,2536,178,167,40,158,3,2693,2257,136,123,32,125,3,3082,2538,178,166,39,159,2,2693,2257,136,98,85,1,0,4,112
2451026-025,2812,115,92,2516,29,109,3,2227,107,61,1992,22,78,1,2834,115,92,2509,29,109,1,2227,107,61,1943,60,4,0,1,51
2401708-005,660,440,36,138,25,35,1,539,379,24,97,18,25,0,661,441,36,136,25,34,1,539,379,24,85,16,0,0,0,35
2401708-001,4764,2989,220,1295,134,166,11,3743,2427,130,991,111,109,8,4666,2984,216,1196,131,165,11,3743,2427,130,898,76,13,2,19,178
2402503-016,3212,2573,104,193,52,283,6,2577,2121,72,146,40,194,6,3213,2574,104,196,52,287,6,2577,2121,72,127,165,3,1,3,85
2402102-017,5056,1179,1849,1703,164,290,8,3603,1000,1176,1162,123,220,3,5065,1180,1851,1733,141,294,8,3603,1000,1176,1042,191,14,1,31,148
2403305-003,3587,189,669,2546,86,205,13,2906,178,470,2108,53,160,13,3597,189,669,2529,76,197,13,2906,178,470,2019,137,9,4,13,76
2402706-010,2187,1249,210,481,39,230,7,1698,1029,140,338,30,173,2,2188,1250,210,481,39,233,7,1698,1029,140,306,159,3,1,8,52
2402706-007,2479,979,280,859,45,353,3,1947,826,177,689,31,243,3,2484,980,280,856,38,351,3,1947,826,177,647,231,3,1,3,59
2402702-013,1305,862,38,110,8,284,5,964,669,23,73,7,186,3,1306,862,38,112,8,289,5,964,669,23,66,166,1,0,4,35
2400305-013,2323,2038,83,51,47,66,4,1743,1571,50,37,27,35,2,2323,2038,83,51,47,66,4,1743,1571,50,23,22,3,0,9,65
2402705-015,3344,1892,212,803,58,408,8,2679,1590,155,592,41,314,6,3346,1892,212,798,58,408,8,2679,1590,155,552,258,2,3,17,102
2402706-005,1999,983,279,524,44,213,9,1576,857,188,380,29,146,6,2001,983,279,511,43,211,8,1576,857,188,315,116,3,5,13,79
2402706-015,3095,677,574,1232,65,575,7,2273,579,374,848,43,441,5,3097,677,574,1230,63,573,7,2273,579,374,777,412,1,2,27,101
2402706-034,4172,723,887,1966,111,597,12,3065,642,603,1395,83,429,11,4179,726,888,1938,72,604,12,3065,642,603,1268,389,3,0,32,128
2403321-017,9137,5292,443,1082,26,2324,3,9104,5279,432,1078,23,2318,2,9137,5292,443,1082,26,2324,3,9104,5279,432,961,1993,6,0,21,412
2403318-005,2194,42,522,1640,56,27,5,1708,32,362,1305,42,18,3,2198,42,522,1631,48,26,5,1708,32,362,1235,10,6,3,3,57
2403318-014,313,12,63,226,6,7,0,244,9,39,185,6,5,0,315,12,63,231,6,7,0,244,9,39,179,4,0,0,6,7
2400508-021,755,641,21,16,3,67,0,565,486,11,11,1,49,0,755,641,21,16,3,67,0,565,486,11,10,47,0,0,0,11
2403107-001,2715,1812,228,243,29,400,5,2270,1527,197,196,20,327,5,2715,1812,228,243,29,400,5,2270,1527,197,171,276,3,1,6,89
2400502-002,5260,134,308,4741,66,71,14,4068,125,230,3656,53,55,8,5295,134,308,4729,57,67,14,4068,125,230,3551,42,9,0,20,91
2400305-032,1206,789,42,218,9,147,2,864,543,32,183,9,101,2,1207,789,42,220,9,147,2,864,543,32,170,82,0,0,6,31
2400305-008,3038,2442,152,178,50,198,3,2234,1844,92,123,34,120,3,3039,2443,152,179,46,200,3,2234,1844,92,102,97,1,0,18,80
2400305-010,1293,1144,53,14,20,53,0,988,896,24,10,10,36,0,1294,1145,53,14,20,54,0,988,896,24,8,30,2,0,0,28
2400508-025,2397,1924,69,126,16,236,1,1909,1578,39,94,15,158,1,2398,1924,69,133,16,245,1,1909,1578,39,85,149,0,1,6,51
2403113-063,3053,590,1682,586,87,217,2,2221,516,1129,431,69,151,1,3057,591,1684,579,48,222,1,2221,516,1129,353,139,4,0,32,48
2403113-033,3031,1727,487,575,54,186,2,2194,1164,366,474,38,141,2,3031,1727,487,575,54,186,2,2194,1164,366,419,112,0,1,38,94
2403106-001,2757,1909,216,187,34,416,5,2128,1516,151,123,22,312,3,2757,1909,216,187,34,416,5,2128,1516,151,102,275,0,0,11,73
2451026-006,1999,745,1047,136,56,42,0,1444,673,631,89,37,27,0,2004,745,1049,152,51,44,0,1444,673,631,72,24,0,0,5,39
2451027-009,1904,716,103,1008,40,31,5,1487,621,69,736,25,23,4,1912,717,103,1018,37,31,4,1487,621,69,707,14,5,0,14,57
2400511-013,1706,908,117,383,21,280,1,1354,784,77,263,11,216,0,1706,908,117,383,21,280,1,1354,784,77,244,207,0,0,4,38
2400509-012,2592,2066,127,181,28,187,6,2132,1728,90,147,17,139,6,2592,2066,127,181,28,187,6,2132,1728,90,120,118,6,0,5,65
